Text,Emotion
"['also', 'feel', 'amaz', 'happi', 'fortun', 'extrem', 'bless']",5
"['feel', 'insecur', 'becaus', 'wa', 'way', 'examin', 'boyfriend', 'exempt']",4
"['feel', 'everi', 'cell', 'god', 'realli', 'realli', 'love', 'intens', 'faith', 'fulfil', 'hi', 'promis', 'us', 'also']",2
"['think', 'apolog', 'littl', 'much', 'stuff', 'control', 'get', 'feel', 'wa', 'sincer', 'thi', 'one']",1
"['feel', 'smart', 'tell', 'peopl', 'like', 'walli', 'lamb', 'becaus', 'actual', 'chick', 'lit', 'alway', 'mention', 'peopl', 'respect']",1
"['realli', 'anyth', 'doe', 'feel', 'dumb', 'daughter']",0
"['began', 'feel', 'bit', 'irrit', 'antsi']",3
"['see', 'favorit', 'person', 'suffer', 'noth', 'take', 'pain', 'away', 'feel', 'useless']",0
"['see', 'feel', 'divin']",1
"['feel', 'fuck', 'pathet', 'desper', 'hello']",0
"['buy', 'synthet', 'pearl', 'feel', 'need', 'use', 'eleg', 'jewelri', 'trinket']",1
"['ive', 'feel', 'restless', 'insid', 'dont', 'understand', 'whi']",4
"['feel', 'unsur', 'thank', 'l', 'lot', 'peopl', 'like']",4
"['wa', 'feel', 'rather', 'self', 'satisfi', 'teen', 'daughter', 'facebook', 'friend']",1
"['im', 'shock', 'feel', 'littl', 'problem', 'put', 'perspect', 'feel', 'heartach', 'innoc', 'live', 'end']",1
"['feel', 'insecur', 'write']",4
"['also', 'feel', 'often', 'burden', 'way', 'anyth', 'nurs', 'student', 'nurs', 'yet', 'must', 'rememb', 'may', 'grumpi', 'presenc', 'everyon', 'ha', 'learn', 'somewher', 'boo', 'friggeti', 'hoo', 'medic', 'personnel', 'irrit', 'nurs', 'student']",3
"['feel', 'littl', 'bit', 'brave']",1
"['often', 'refer', 'weak', 'im', 'sure', 'mean', 'exactli', 'say', 'know', 'reflect', 'past', 'two', 'year', 'feel', 'strong', 'strong', 'accomplish']",1
"['still', 'feel', 'like', 'look', 'messi', 'use', 'tri', 'chang']",0
"['know', 'need', 'space', 'deal', 'thing', 'left', 'suddenli', 'feel', 'even', 'helpless', 'alon']",0
"['first', 'time', 'thi', 'year', 'feel', 'cold']",3
"['feel', 'hopeless', 'right']",0
"['feel', 'though', 'live', 'island', 'put', 'delici', 'moisturis', 'sampl', 'last', 'veri', 'veri', 'long', 'time', 'use', 'twice', 'day', 'rest', 'product', 'gentl', 'yet', 'cleans', 'moisturis']",1
"['feel', 'like', 'girl', 'wa', 'wa', 'wa', 'fearless', 'excit', 'life', 'discoveri']",1
"['feel', 'might', 'offend', 'one', 'dork', 'sit', 'censorship', 'cubicl', 'doom']",3
"['break', 'thi', 'dream', 'leav', 'feel', 'groggi', 'disori', 'dont', 'like']",0
"['nod', 'proud', 'decis', 'procur', 'pump', 'feel', 'slightli', 'smug']",1
"['feel', 'ecstat', 'becaus', 'homework']",1
"['want', 'realli', 'love', 'thi', 'book', 'social', 'thought', 'provok', 'person', 'histori', 'thing', 'left', 'feel', 'disappoint', 'thi', 'one']",0
"['went', 'registr', 'pass', 'unev', 'five', 'minut', 'feel', 'deepli', 'amus']",1
"['feel', 'charm', 'see', 'harder', 'plan', 'adher', 'appear', 'accomplish', 'august', 'attempt', 'olymp', 'medal']",1
"['feel', 'despair', 'sad', 'becaus', 'much', 'time', 'work', 'thi', 'cut', 'tie']",0
"['overwhelm', 'feel', 'sad', 'peopl', 'thi', 'world', 'hate']",3
"['arriv', 'gym', 'wa', 'ball', 'sunshin', 'made', 'feel', 'veri', 'welcom', 'gym', 'although', 'felt', 'like', 'dorki', 'unfit', 'rotund', 'sloth', 'fit', 'environ', 'buf', 'fit', 'look', 'fierc', 'look', 'bloke']",1
"['feel', 'rush']",3
"['feel', 'hi', 'impati', 'stop', 'bodi', 'give', 'posit', 'respons']",3
"['bad', 'dream', 'realli', 'weird', 'dream', 'make', 'feel', 'like', 'got', 'sleep', 'complet', 'disturb', 'thought']",0
"['feel', 'pressur', 'helpless', 'becaus', 'dont', 'control', 'thi']",4
"['woke', 'feel', 'daze', 'confus']",5
"['im', 'done', 'put', 'thi', 'constant', 'bulli', 'becaus', 'feel', 'threaten', 'constantli', 'defens', 'tire', 'constantli', 'defend']",4
"['extrem', 'posit', 'feel', 'divin', 'energi', 'alon', 'take', 'quak', 'boat', 'shore']",1
"['ive', 'feel', 'listless', 'thi', 'two', 'day']",0
"['im', 'feel', 'littl', 'stress']",0
"['feel', 'cute', 'becaus', 'tune', 'song', 'day', 'christma', 'play', 'mind', 'pia', 'almost', 'best', 'friend', 'becaus', 'go', 'like', 'everyday', 'share', 'almost', 'everyth', 'understand', 'togeth', 'went']",1
"['feel', 'like', 'suddenli', 'lost', 'limb', 'tragic', 'accid']",0
"['think', 'say', 'feel', 'alon', 'thi', 'feel', 'like', 'face', 'thi', 'alon', 'dont', 'realli', 'mean', 'say']",0
"['feel', 'like', 'im', 'someth', 'realli', 'naughti', 'like', 'dessert', 'breakfast']",2
"['feel', 'shaken', 'angri', 'husband', 'keep', 'lie', 'sexahol', 'often', 'start', 'feel', 'mad', 'god']",4
"['want', 'ani', 'feel', 'left', 'offer', 'discount', 'tea', 'tote', 'belov', 'reader', 'begin', 'today', 'april', 'th']",2
"['also', 'feel', 'fear', 'concern', 'worri']",4
"['ive', 'sat', 'wonder', 'whi', 'guy', 'like', 'hasnt', 'text', 'call', 'realli', 'thing', 'make', 'feel', 'awkward', 'whi', 'seem', 'effort', 'contrari', 'wont', 'take', 'chanc', 'hi', 'girlfriend']",0
"['feel', 'fine', 'good', 'enough', 'sunday', 'even']",1
"['see', 'feel', 'need', 'respond', 'ani', 'ludicr', 'question', 'concern', 'anyth']",0
"['saw', 'noth', 'dine', 'room', 'tabl', 'move', 'think', 'im', 'start', 'feel', 'safe', 'come']",1
"['feel', 'bit', 'disillus', 'men', 'whole', 'popul']",0
"['im', 'meant', 'feel', 'long']",2
"['tri', 'rememb', 'quot', 'feel', 'may', 'hit', 'wall', 'marathon', 'even', 'train', 'run', 'know', 'time', 'find', 'perfect', 'song', 'fuel']",1
"['feel', 'isnt', 'much', 'meat', 'yoshida', 'perspect', 'grow', 'ever', 'tragic']",0
"['mishandl', 'thing', 'alongsid', 'rest', 'im', 'feel', 'remors', 'right', 'oppos', 'veri', 'initi', 'reaction', 'want', 'care', 'becaus', 'mayb', 'somewher', 'deep', 'im', 'hope', 'thing', 'might', 'like', 'befor']",0
"['wa', 'actual', 'start', 'feel', 'pretti', 'cranki', 'situat', 'wa', 'avoid', 'lot', 'phone', 'call', 'becaus', 'realli', 'didnt', 'want', 'talk', 'anyon', 'late']",3
"['begun', 'feel', 'though', 'valuabl', 'contribut', 'insight', 'make', 'within', 'network', 'profession']",1
"['guess', 'ive', 'feel', 'agit', 'late']",3
"['im', 'lie', 'bed', 'feel', 'veri', 'anxiou', 'knot', 'stomach']",4
"['feel', 'low', 'confid', 'sometim']",0
"['know', 'everi', 'babi', 'differ', 'feel', 'like', 'ive', 'alreadi', 'exhaust', 'pun', 'intend', 'bag', 'trick']",0
"['feel', 'discourag', 'peter', 'varvel', 'isnt', 'good', 'enough', 'put', 'persona', 'someon', 'inspir', 'whether', 'theyr', 'real', 'imagin']",0
"['get', 'feel', 'may', 'think', 'thi', 'attract', 'thing', 'hi', 'part', 'long', 'faith', 'husband', 'friend', 'problem']",2
"['feel', 'eager', 'tell', 'parent']",1
"['wa', 'feel', 'veri', 'keen', 'get', 'camp', 'site', 'befor', 'realis', 'given', 'best', 'gift', 'free', 'accommod', 'free', 'servic']",1
"['still', 'feel', 'guilti', 'christian', 'depress']",0
"['like', 'idea', 'women', 'entertain', 'industri', 'especi', 'pop', 'music', 'may', 'feel', 'pressur', 'turn', 'themselv', 'hypersexu', 'tartlet', 'get', 'feel', 'rihanna', 'provoc', 'becaus', 'feel', 'ha']",4
"['feel', 'like', 'lost', 'much', 'fit', 'dure', 'three', 'week', 'either']",0
"['feel', 'realli', 'bitter']",3
"['feel', 'exhaust', 'time']",0
"['get', 'pretti', 'quickli', 'make', 'feel', 'like', 'im', 'respect']",1
"['feel', 'respect', 'feel', 'admir', 'feel', 'entir', 'romant', 'tone']",2
"['feel', 'like', 'owe', 'intellig', 'sexual', 'decis']",1
"['still', 'feel', 'brave', 'walk', 'saudi', 'perfum', 'scent', 'termin', 'dull', 'flight', 'leav', 'hour']",1
"['boyfriend', 'split', 'came', 'friend', 'hous', 'wa', 'visit', 'male', 'friend', 'confront', 'anoth', 'room', 'tri', 'find', 'wa', 'arous', 'friend', 'feel', 'part']",3
"['love', 'give', 'great', 'feel', 'content', 'accomplish']",1
"['sinc', 'juli', 'st', 'feel', 'shaken', 'know', 'homeless', 'two', 'month', 'close', 'home', 'gone']",4
"['live', 'valu', 'instead', 'crush', 'debt', 'feel', 'reject', 'feel', 'empti']",0
"['feel', 'thank', 'everyon', 'amaz', 'thought', 'prayer']",1
"['ive', 'rather', 'averag', 'career', 'becaus', 'decid', 'work', 'less', 'earn', 'less', 'rolex', 'anywher', 'seen', 'manag', 'write', 'even', 'publish', 'short', 'stori', 'collect', 'novel', 'mind', 'draft', 'today', 'feel', 'success']",1
"['im', 'feel', 'frantic', 'time', 'whole', 'summer', 'giant', 'hour', 'glass', 'im', 'vigil', 'sand', 'go', 'rush', 'whoosh', 'ill', 'dipshit', 'show']",4
"['feel', 'offend', 'sad', 'becaus', 'know', 'ignor']",3
"['kind', 'feel', 'fear', 'start']",4
"['kept', 'laptop', 'close', 'search', 'job', 'could', 'build', 'career', 'look', 'import', 'christma', 'recip', 'make', 'thi', 'year', 'feel', 'littl', 'special']",1
"['mere', 'man', 'feel', 'humili', 'whenev', 'intimid']",0
"['longer', 'feel', 'like', 'pathet', 'sad', 'fat', 'girl', 'cant', 'eat', 'nacho', 'everi', 'day']",0
"['go', 'back', 'hostel', 'break', 'feel', 'anxiou', 'get', 'back', 'see', 'take']",4
"['feel', 'peopl', 'shame']",0
"['hit', 'certain', 'point', 'middl', 'someth', 'wa', 'reveal', 'left', 'feel', 'overwhelmingli', 'devast', 'set', 'book', 'walk', 'away']",0
"['feel', 'benefit', 'last', 'year', 'creativ', 'futur', 'could', 'thi', 'part', 'inform', 'learnt', 'last', 'year', 'wa', 'alreadi', 'put', 'practic', 'therefor', 'thi', 'year', 'session', 'wa', 'alreadi', 'rather', 'inspir', 'start']",1
"['pick', 'card', 'feel', 'shiver', 'go', 'spine', 'feel', 'curiou']",5
"['know', 'feel', 'ani', 'ach', 'pain', 'tummi', 'get', 'frighten', 'incas', 'em']",4
"['live', 'late', 'often', 'wife', 'also', 'ubuntu', 'user', 'feel', 'bit', 'uncertain', 'linux', 'platform', 'want', 'keep', 'work']",4
"['im', 'convinc', 'make', 'sinc', 'becaus', 'talk', 'never', 'feel', 'sincer', 'execut', 'mayb', 'theme', 'life', 'seem', 'larg', 'ever', 'fathom', 'point', 'alreadi', 'feel', 'like', 'emotionless', 'pit', 'self', 'crave', 'attent']",1
"['feel', 'ach', 'chest']",0
"['feel', 'content']",1
"['im', 'feel', 'bash', 'whenev', 'talk']",4
"['feel', 'dirti', 'fuck']",0
"['decid', 'sinc', 'thing', 'final', 'start', 'go', 'well', 'wa', 'still', 'feel', 'littl', 'uncertain', 'give', 'littl', 'time', 'let', 'train', 'come', 'togeth']",4
"['think', 'thi', 'help', 'somebodi', 'feel', 'hopeless', 'alon']",0
"['began', 'feel', 'agit', 'becaus', 'want', 'buy', 'ewan', 'food', 'medicin', 'befor', 'left']",3
"['im', 'feel', 'relax']",1
"['thing', 'tortur', 'feel', 'tortur', 'moment']",3
"['strongli', 'feel', 'thi', 'point', 'life', 'longer', 'desir', 'walk', 'thi', 'path', 'truth', 'clue', 'go', 'life']",1
"['fulli', 'believ', 'feel', 'passion', 'live', 'brave', 'outsid', 'comfort', 'zone', 'often', 'revert', 'comfort', 'way']",2
"['feel', 'veri', 'romant', 'left', 'tri', 'barri', 'almond', 'rang']",2
"['feel', 'realli', 'creativ', 'tri', 'new', 'thing']",1
"['press', 'play', 'yeah', 'watch', 'movi', 'five', 'time', 'row', 'right', 'feel', 'satisfi', 'cant', 'wait', 'share', 'made', 'friend']",1
"['sometim', 'feel', 'like', 'artist', 'redcoat']",1
"['finish', 'colleg', 'coupl', 'kid', 'work', 'feel', 'entir', 'discourag', 'becaus', 'camera', 'function', 'want', 'feel', 'like', 'couldnt', 'decent', 'job', 'take', 'pictur', 'decid', 'give', 'anoth', 'tri']",0
"['feel', 'emot', 'drain', 'realli', 'realli', 'hate', 'feel', 'thi', 'way', 'hate', 'keep', 'thing', 'peopl', 'love', 'hate', 'pretend', 'everyth', 'normal', 'want', 'normal', 'hate', 'happi', 'come', 'someon', 'els', 'im', 'tire', 'realli', 'need', 'break']",0
"['wasnt', 'go', 'im', 'love', 'wednesday', 'post', 'becaus', 'wasnt', 'feel', 'like', 'wa', 'love', 'anyth', 'youngest', 'sister', 'text', 'last', 'night', 'sometim', 'happi', 'choic']",2
"['wear', 'feel', 'anxiou', 'visabl', 'spotlight', 'differ', 'unfashion', 'stupid', 'embarrass', 'asham', 'paranoid']",4
"['hadnt', 'feel', 'well', 'week', 'calgari', 'thi', 'ad', 'relax', 'first', 'run', 'second', 'race', 'set', 'anoth', 'pb', 'time', 'almost']",1
"['feel', 'drain', 'like', 'strength', 'left', 'insid', 'fulfil', 'simplest', 'task']",0
['armi'],3
"['feel', 'suspici', 'lj', 'cut', 'text', 'suspicion']",4
"['im', 'tri', 'posit', 'feel', 'posit']",1
"['guess', 'sinc', 'im', 'feel', 'bit', 'less', 'shitti', 'random', 'pictur']",0
"['wasnt', 'feel', 'well', 'take', 'day', 'work', 'lot', 'winter', 'germ', 'go', 'round', 'air', 'condit', 'offic', 'probabl', 'doesnt', 'help']",1
"['find', 'calm', 'color', 'dunno', 'guess', 'feel', 'pleasant', 'weird', 'sound']",1
"['feel', 'like', 'part', 'team', 'far', 'isol', 'feel', 'mani', 'month']",0
"['think', 'thi', 'realli', 'great', 'situat', 'feel', 'overtli', 'threaten', 'public', 'place', 'everyon', 'pretend', 'see', 'happen']",4
"['feel', 'discourag', 'tri', 'count', 'bless', 'recogn', 'good', 'life']",0
"['feel', 'mom', 'wont', 'keen', 'idea']",1
"['feel', 'aw', 'experi', 'reflect']",0
"['forget', 'ani', 'time', 'disagr', 'feel', 'like', 'wrong', 'way', 'everi', 'bad', 'thing', 'ever', 'done', 'life', 'everi', 'poor', 'choic', 'everi', 'singl', 'thing', 'agre', 'come', 'back', 'scream', 'face']",3
"['wa', 'feel', 'pretti', 'anxiou', 'overwhelm', 'friend', 'rightli', 'note', 'probabl', 'becaus', 'wa', 'boat', 'mom', 'grandmoth', 'great', 'aunt', 'flee', 'except', 'damn', 'cold', 'baltic', 'sea']",4
"['feel', 'scare', 'becaus', 'dont', 'know', 'student', 'teacher']",4
"['feel', 'littl', 'bit', 'anxiou']",4
"['feel', 'like', 'mostli', 'post', 'im', 'feel', 'bad', 'want', 'know', 'good', 'day']",0
"['alway', 'pray', 'hope', 'univers', 'singl', 'faith', 'complet', 'uncondit', 'voluntari', 'feel', 'brotherhood', 'among', 'mankind', 'host', 'belov', 'children', 'one', 'onli', 'heavenli', 'father']",2
"['feel', 'overwhelm', 'want', 'forget']",5
"['feel', 'bother', 'get', 'credit', 'equal', 'get', 'debt', 'interest']",3
"['feel', 'plight', 'dog', 'love', 'find', 'turkish', 'vet', 'realli', 'care']",2
"['feel', 'rather', 'grouchi', 'thi', 'morn', 'sinc', 'didnt', 'sleep', 'last', 'night', 'purpos']",3
"['feel', 'helpless', 'yet', 'motiv', 'someth']",0
"['spend', 'cador', 'feel', 'even', 'acut', 'sorrow', 'impact', 'news', 'receiv', 'bloodsh', 'conflict', 'episod', 'violenc', 'happen', 'mani', 'part', 'world']",0
"['glimps', 'hi', 'clariti', 'take', 'reign', 'feel', 'calm']",1
"['feel', 'content', 'aliv', 'motiv']",1
"['think', 'becaus', 'feel', 'listless']",0
"['thi', 'morn', 'fill', 'feel', 'possibl', 'gentl', 'morn', 'haze', 'nyquil']",2
"['feel', 'veri', 'shaki', 'today']",4
"['feel', 'shaki', 'weak']",4
"['feel', 'need', 'consolid', 'step', 'back', 'evalu', 'purpos', 'thi', 'blog', 'provid', 'fabul', 'vicari', 'life', 'yall', 'live', 'sarcasm', 'doe', 'alway', 'come', 'across', 'print']",1
"['also', 'alway', 'feel', 'littl', 'scare']",4
"['feel', 'desper', 'unhappi', 'thi', 'miss', 'richard', 'handl', 'much', 'enough', 'mess', 'know', 'still', 'feel', 'like']",0
"['feel', 'strang', 'thank', 'aw', 'thing', 'side', 'ocean', 'surround', 'countri', 'happen', 'daili', 'basi']",4
"['told', 'vendor', 'feel', 'like', 'might', 'end', 'support', 'much', 'one', 'platform', 'linux', 'ha', 'mani', 'popular', 'distribut', 'releas', 'day']",2
"['feel', 'like', 'im', 'troubl', 'girl', 'direct']",0
"['wa', 'feel', 'pretti', 'terrifi', 'full', 'nervou', 'energi']",4
"['im', 'great', 'gone', 'class', 'feel', 'wa', 'gone', 'replac', 'sens', 'melancholi', 'onc', 'wa', 'bodi', 'use', 'abl', 'move']",0
"['feel', 'like', 'selfish', 'person']",3
"['wa', 'feel', 'grouchi']",3
"['feel', 'worthless', 'pick', 'airport']",0
"['mind', 'sinc', 'offic', 'way', 'home', 'feel', 'pain', 'one', 'friend', 'offer', 'give', 'compani']",0
"['use', 'feel', 'reject', 'like', 'wa', 'fault', 'overweight']",0
"['im', 'feel', 'overwhelm', 'give', 'peopl', 'middl', 'finger', 'tell', 'f']",4
"['feel', 'friggin', 'bless', 'wonder', 'career', 'famili']",1
"['ill', 'take', 'gfather', 'ute', 'get', 'load', 'shit', 'would', 'prefer', 'manur', 'im', 'feel', 'hostil', 'let', 'attempt', 'version', 'home', 'made', 'compost']",3
"['feel', 'simultan', 'superior', 'inferior', 'writer', 'wish', 'could', 'take', 'back', 'thing', 'said']",1
"['ive', 'feel', 'anxiou', 'nauseou', 'tire', 'also', 'elat', 'night', 'crawl', 'bed']",4
"['feel', 'burden', 'subject', 'take']",0
"['feel', 'safe', 'leav', 'hous', 'morn']",1
"['got', 'upset', 'feel', 'onli', 'person', 'uptight', 'chat']",4
"['feel', 'veri', 'passion', 'healthi', 'life', 'peopl', 'want', 'lose', 'weight', 'get', 'fit']",2
"['stood', 'befor', 'crowd', 'talk', 'recent', 'addit', 'crowd', 'feel', 'littl', 'shaki', 'hihi', 'train', 'skill', 'need', 'maintain', 'constant', 'better']",4
"['feel', 'unimport', 'undesir']",0
"['im', 'feel', 'much', 'festiv', 'tree']",1
"['like', 'date', 'outgo', 'make', 'feel', 'eas', 'becaus', 'im', 'somewhat', 'shi']",4
"['feel', 'veri', 'valuabl']",1
"['typic', 'engag', 'children', 'walk', 'thi', 'manner', 'today', 'feel', 'littl', 'curiou', 'silli', 'usual', 'persist', 'question']",5
"['think', 'good', 'feel', 'player', 'feel', 'tri', 'help', 'one', 'thing', 'life', 'want', 'believ', 'believ', 'strong', 'enough', 'good', 'thing', 'happen', 'washington', 'said']",1
"['im', 'realli', 'excit', 'birthday', 'feel', 'super', 'nostalg']",1
"['feel', 'festiv', 'right', 'becaus', 'thi', 'wa', 'love', 'wintri', 'scene', 'walk', 'dog', 'day', 'href', 'http']",1
"['recent', 'pang', 'feel', 'ugli', 'wa', 'failur', 'way']",0
"['id', 'use', 'level', 'would', 'make', 'job', 'feel', 'worthwhil', 'season', 'basic', 'half', 'long']",1
"['hope', 'feel', 'ok']",1
"['feel', 'ever', 'ever', 'ever', 'jolli']",1
"['feel', 'aw']",0
"['feel', 'rather', 'agit', 'slide', 'door', 'keep', 'get', 'stuck']",3
"['begin', 'feel', 'terribl', 'rude', 'caus', 'becom', 'depress']",3
"['feel', 'remot', 'dignifi', 'tast', 'comfort']",1
"['feel', 'strang', 'judg', 'pass', 'sentenc', 'manner']",5
"['feel', 'gener', 'dissatisfi', 'lost']",3
"['feel', 'guilt', 'inact', 'spend', 'much', 'time', 'help', 'support']",1
"['learn', 'one', 'default', 'reaction', 'feel', 'threaten']",4
"['tri', 'reconcil', 'two', 'feel', 'one', 'piec', 'music', 'uneas', 'tender', 'nostalgia', 'present', 'martin', 'song', 'wwii', 'franc', 'differ', 'sharp', 'bleed', 'ach', 'wa', 'feel']",2
"['afraid', 'onc', 'feel', 'hopeless', 'lose', 'peac', 'gain', 'last', 'episod']",0
"['feel', 'couldnt', 'bother', 'anymor']",3
"['talk', 'much', 'feel', 'video', 'curiou']",5
"['ive', 'feel', 'rather', 'defeat', 'stress', 'thi', 'appoint', 'remind', 'though', 'may', 'fail', 'area', 'im', 'pretti', 'dang', 'good', 'job', 'grow', 'thi', 'babi']",0
"['give', 'chariti', 'onli', 'feel', 'valuabl', 'person', 'receiv']",1
"['would', 'accept', 'gift', 'without', 'feel', 'mad']",3
"['must', 'say', 'feel', 'someth', 'veri', 'special']",1
"['usual', 'wear', 'glass', 'first', 'uncomfort', 'feel', 'like', 'irrit', 'late', 'feel', 'comfort']",3
"['spent', 'saturday', 'night', 'sunday', 'feel', 'pretti', 'lousi']",0
"['ive', 'feel', 'far', 'perfect', 'area', 'motherhood']",1
"['fought', 'back', 'blush', 'hi', 'cheek', 'one', 'hand', 'rest', 'hi', 'heart', 'feel', 'frantic', 'beat', 'almost', 'posit', 'kai', 'could', 'hear']",4
"['tri', 'let', 'anxieti', 'show', 'make', 'feel', 'unwelcom']",0
"['forgot', 'passport', 'realiz', 'stomach', 'wa', 'feel', 'funni', 'went', 'washroom', 'understand', 'wa', 'actual', 'sick']",5
"['feel', 'peac', 'secur', 'independ']",1
"['ive', 'play', 'fp', 'game', 'time', 'ive', 'left', 'feel', 'like', 'wa', 'mental', 'emot', 'danger', 'thing', 'switch', 'import', 'part', 'brain', 'play']",3
"['feel', 'lil', 'groggi', 'cough', 'medicin']",0
"['like', 'lot', 'person', 'cant', 'help', 'feel', 'less', 'ha', 'dream', 'job', 'sociabl', 'combat', 'trainer']",1
"['guess', 'im', 'readi', 'still', 'young', 'feel', 'rebelli']",3
"['start', 'feel', 'overli', 'letharg', 'whole', 'bodi', 'feel', 'like', 'lead']",0
"['feel', 'im', 'ignor']",0
"['feel', 'least', 'meant', 'compassion', 'care', 'world', 'ba']",2
"['feel', 'lot', 'energi', 'feel', 'veri', 'impati', 'irrit']",3
"['recommend', 'use', 'feel', 'emot', 'drain']",0
"['im', 'sorri', 'realli', 'bad', 'cold', 'im', 'feel', 'bitchi', 'co', 'never', 'got', 'go', 'drink', 'stupid', 'best', 'friend', 'tonight']",3
"['said', 'focus', 'focus', 'feel', 'unimport']",0
"['feel', 'pressur', 'dumb', 'feel']",4
"['chang', 'feel', 'im', 'take', 'advantag', 'thi', 'wouldnt', 'bother', 'one', 'bit', 'befor']",3
"['feel', 'like', 'im', 'horribl', 'person', 'sometim', 'im', 'even', 'good', 'mother', 'simpl', 'fact', 'happen', 'dont', 'know']",0
"['onc', 'told', 'friend', 'feel', 'like', 'sort', 'backpack', 'instead', 'support', 'thi', 'idea', 'got', 'rais', 'eye', 'brow', 'sarcast', 'remark']",1
"['like', 'origin', 'want', 'rebekah', 'satisfactori', 'end', 'shame', 'feel', 'love', 'klau', 'extent', 'stefan', 'damon']",2
